Dimension Index,Top-Activating Contexts,Context Activations
3936,"[[27429, 685, 4370, 2361, 198, 198, 6214, 7343, 286, 6638, 18882], [447, 247, 82, 3452, 1923, 512, 5644, 326, 2692, 1595, 447], [9424, 326, 743, 655, 1282, 1969, 284, 262, 28181, 337, 18], [4999, 484, 389, 22735, 803, 318, 337, 41561, 30624, 40951, 290], [262, 1708, 35066, 319, 3783, 355, 281, 13953, 13, 20759, 11], [30612, 416, 281, 7485, 1181, 25, 10433, 13, 198, 198, 38897]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 5.503078937530518, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.54402494430542, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.3524622917175293, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.105922222137451, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.096418857574463, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.001626491546631, 0.0, 0.0, 0.0, 0.0, 0.0]]"
4018,"[[416, 6542, 9530, 1636, 198, 198, 5756, 447, 247, 82, 2221], [1705, 290, 11257, 13, 198, 198, 30403, 12456, 47474, 318, 9431], [4863, 5181, 8760, 1399, 198, 198, 1135, 423, 655, 2722, 989], [11050, 39641, 509, 30525, 198, 198, 16186, 29479, 540, 6682, 18643], [12, 14053, 20092, 7092, 198, 198, 23865, 6119, 274, 2716, 428], [319, 2310, 5267, 2177, 198, 198, 3198, 286, 262, 749, 2968]]","[[6.355536937713623, 4.601964950561523, 0.0, 0.0, 20.689716339111328, 74.02478790283203, 13.194292068481445, 6.655023574829102, 4.041471481323242, 0.0, 6.069705009460449], [0.0, 2.3921518325805664, 0.0, 0.462706983089447, 5.881648540496826, 64.73866271972656, 0.0, 0.0, 4.89943265914917, 16.6036319732666, 8.189910888671875], [18.87406349182129, 1.5129581689834595, 12.340982437133789, 32.50908279418945, 5.6041131019592285, 63.54582214355469, 23.152868270874023, 16.566741943359375, 4.968409538269043, 9.087489128112793, 2.5328330993652344], [0.0, 0.0, 0.0, 0.0, 16.169336318969727, 59.05024337768555, 19.001789093017578, 0.0, 1.5301142930984497, 2.664975643157959, 2.5764174461364746], [0.0, 0.0, 0.0, 0.0, 16.47044563293457, 56.05865478515625, 0.0, 0.0, 0.0, 0.0, 17.64034080505371], [9.193679809570312, 0.0, 0.6844369173049927, 5.984711647033691, 17.5892391204834, 55.594032287597656, 16.45833969116211, 15.982012748718262, 21.769153594970703, 17.44681167602539, 23.178142547607422]]"
4139,"[[318, 257, 564, 246, 22606, 393, 4048, 2746, 447, 247, 11], [3724, 13, 317, 582, 290, 257, 2415, 422, 1194, 1097, 423], [340, 481, 307, 9593, 663, 717, 10637, 711, 9830, 1399, 851], [4084, 318, 284, 266, 11011, 1958, 6428, 9449, 13, 198, 198], [257, 1596, 12, 1941, 12, 727, 2933, 13, 198, 198, 11605], [727, 12540, 508, 30040, 12864, 257, 5650, 582, 287, 10710, 373]]","[[10.08226490020752, 5.739226341247559, 0.8125037550926208, 1.4387567043304443, 2.7482175827026367, 42.5168571472168, 4.310543537139893, 5.6535162925720215, 0.0, 0.0, 2.963695764541626], [0.0, 0.0, 10.080053329467773, 2.735961437225342, 11.546481132507324, 19.101343154907227, 3.8089535236358643, 0.0, 3.0863089561462402, 2.4911601543426514, 5.4992756843566895], [0.0, 0.0, 0.0, 9.531291961669922, 13.405610084533691, 18.938161849975586, 1.5697979927062988, 4.27610969543457, 2.5441856384277344, 0.0, 0.0], [0.0, 0.7900058031082153, 4.562637805938721, 0.0, 2.093195915222168, 17.15064239501953, 9.547937393188477, 6.726598262786865, 9.245237350463867, 0.0, 4.4745073318481445], [15.45254135131836, 4.059553146362305, 6.222853183746338, 5.275815010070801, 6.219367027282715, 16.372577667236328, 0.0, 6.211102485656738, 0.0, 1.8194739818572998, 0.0], [4.045159339904785, 1.4315611124038696, 2.9102365970611572, 0.0, 6.806543827056885, 14.532820701599121, 5.749670505523682, 0.0, 0.0, 0.6723616123199463, 0.8475892543792725]]"
4181,"[[262, 717, 1285, 286, 3389, 357, 12227, 691, 11, 286, 1781]]","[[0.0, 0.0, 1.3052523136138916, 0.9952202439308167, 2.167680263519287, 6.88553524017334, 1.216184377670288, 1.7130851745605469, 3.568375587463379, 0.0, 0.0]]"
4474,"[[13795, 284, 34611, 2661, 351, 262, 649, 1893, 851, 284, 4654], [352, 286, 1220, 767, 11260, 13872, 2258, 1589, 3180, 35, 10532], [418, 287, 262, 1175, 329, 262, 2635, 2097, 547, 6294, 287], [8, 198, 198, 464, 17481, 357, 6090, 271, 300, 929, 385], [326, 262, 1964, 2428, 7346, 262, 6387, 30456, 286, 2253, 423], [352, 286, 1220, 604, 11260, 13872, 3442, 1660, 1080, 8515, 38079]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 4.485982418060303, 0.3991038203239441, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.3464598655700684, 0.0, 0.0, 0.0, 2.821253538131714, 0.0], [0.0, 0.0, 1.2054979801177979, 0.0, 0.7710376977920532, 3.121028184890747, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.1047122478485107, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.9518730640411377, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.684889554977417, 0.0, 0.0, 0.0, 0.0, 0.0]]"
4656,"[[1944, 364, 11, 1111, 649, 290, 1468, 11, 481, 307, 13630], [351, 2347, 6272, 11, 281, 13835, 1492, 10069, 13, 679, 6149], [307, 340, 257, 649, 6877, 11, 617, 3131, 13990, 5207, 393], [355, 880, 13, 9754, 301, 777, 2458, 11, 749, 14660, 318], [260, 20536, 284, 5453, 326, 262, 4490, 4756, 286, 968, 10982], [284, 34951, 13901, 5690, 13, 383, 22489, 40089, 3781, 1577, 2486]]","[[0.0, 5.839718818664551, 11.075861930847168, 18.300397872924805, 5.642472743988037, 31.380233764648438, 8.726372718811035, 13.899877548217773, 3.9632933139801025, 0.5545732378959656, 7.210853576660156], [1.7182846069335938, 0.0, 0.0, 2.2243945598602295, 0.730437159538269, 29.56629753112793, 4.490901470184326, 2.6243696212768555, 6.824238300323486, 0.0, 0.0], [2.2096924781799316, 10.458358764648438, 12.530180931091309, 0.0, 0.0, 25.486419677734375, 21.0938663482666, 2.661271572113037, 3.4486942291259766, 5.09592342376709, 14.99522876739502], [3.7023065090179443, 2.1410164833068848, 11.30267333984375, 4.8464555740356445, 6.582428932189941, 24.319366455078125, 0.0, 9.77548599243164, 9.832830429077148, 6.176458835601807, 3.3766140937805176], [2.1184518337249756, 0.0, 3.214390516281128, 4.399325370788574, 14.965155601501465, 23.478960037231445, 9.917806625366211, 0.0, 20.361412048339844, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 8.409571647644043, 22.66962242126465, 0.0, 0.0, 1.9545891284942627, 0.979128897190094, 0.0]]"
5844,"[[257, 3621, 4019, 400, 10955, 1944, 1911, 198, 198, 43020, 833], [23894, 329, 852, 366, 1040, 18464, 1, 284, 33686, 661, 508], [1464, 651, 340, 1802, 4, 826, 1, 706, 4881, 550, 257], [6848, 366, 37980, 1124, 547, 925, 1, 1088, 262, 7585, 286]]","[[12.7667236328125, 20.985898971557617, 26.055416107177734, 24.94207000732422, 27.196767807006836, 52.57380294799805, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 50.28166580200195, 4.695064544677734, 0.0, 0.0, 0.0, 0.0], [29.055553436279297, 17.1013126373291, 22.663225173950195, 6.987766265869141, 35.764217376708984, 45.95186996459961, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 6.841448783874512, 32.74216079711914, 22.98694610595703, 43.82375717163086, 5.423214912414551, 0.0, 0.0, 0.0, 0.0]]"
6139,"[[836, 447, 247, 83, 760, 644, 257, 564, 250, 15588, 28960], [262, 2694, 284, 4286, 290, 1061, 2995], [3382, 262, 2479, 4179, 4376, 284, 1160, 422, 678, 290, 339], [464, 3668, 28048, 447, 247, 83, 7276, 611, 921, 9974, 257], [28290, 28495, 25, 27433, 2705, 4691, 4771, 8566, 287, 355, 1310], [25, 3624, 1938, 389, 2950, 287, 262, 1730, 326, 12800, 4705]]","[[8.062887191772461, 0.0, 0.7982141375541687, 8.710331916809082, 8.508479118347168, 18.330711364746094, 16.628150939941406, 0.0, 2.0739989280700684, 7.755391597747803, 4.479275703430176], [8.677421569824219, 11.663248062133789, 10.314255714416504, 12.636096954345703, 5.904435634613037, 17.096172332763672, 7.928809642791748], [2.9512577056884766, 6.056069850921631, 8.66672134399414, 12.327047348022461, 10.774489402770996, 16.582868576049805, 5.55920934677124, 7.106840133666992, 5.617501258850098, 7.79299259185791, 2.8262581825256348], [7.2076005935668945, 6.415493011474609, 5.827995300292969, 0.0, 6.3118577003479, 16.110836029052734, 5.939629077911377, 11.248215675354004, 12.558380126953125, 6.193436145782471, 8.217334747314453], [0.0, 4.3930864334106445, 3.1080636978149414, 7.709473133087158, 9.34406566619873, 16.071046829223633, 11.072568893432617, 14.827291488647461, 4.1954874992370605, 2.200124979019165, 2.0536794662475586], [3.973168134689331, 8.89437198638916, 7.664091110229492, 11.545040130615234, 4.687038421630859, 15.89403247833252, 12.255752563476562, 1.9658849239349365, 10.548755645751953, 8.303977966308594, 7.716414451599121]]"
6269,"[[11, 475, 355, 2582, 355, 314, 1280, 340, 11, 340, 4940], [464, 21538, 1625, 739, 2046, 7415, 329, 6301, 262, 5283, 18358], [29535, 5284, 1909, 11, 262, 717, 11162, 286, 262, 1499, 338], [3052, 11, 10172, 7502, 3423, 837, 4488, 416, 763], [691, 530, 7322, 287, 465, 2720, 351, 262, 8829, 3782, 373], [326, 257, 922, 867, 27227, 1547, 11, 588, 3589, 11, 389]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 1.6233561038970947, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.4321763515472412, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.9735186696052551, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.8053691983222961, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.7478439211845398, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.5837624073028564, 0.0, 0.0, 0.0, 0.0, 0.0]]"
6736,"[[3218, 4308, 13, 198, 198, 1906, 770, 318, 674, 2008, 546]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 59.754276275634766, 0.0, 9.403100967407227, 0.0, 0.0, 0.0]]"
6879,"[[428, 640, 286, 262, 614, 11, 475, 477, 614, 890, 13]]","[[10.082255363464355, 23.588220596313477, 0.0, 0.0, 32.951480865478516, 45.97846221923828, 0.0, 0.0, 0.0, 0.0, 0.0]]"
7462,"[[262, 1660, 28488, 82, 422, 262, 6268, 286, 584, 11492, 11], [247, 82, 2551, 287, 262, 3050, 18029, 1578, 1339, 13, 198], [290, 968, 1971, 2254, 9008, 257, 649, 1877, 11, 475, 635], [379, 262, 1294, 290, 379, 262, 17807, 1230, 13, 198, 198], [262, 4436, 714, 4425, 517, 621, 720, 2996, 1510, 287, 2717], [262, 1708, 35066, 319, 3783, 355, 281, 13953, 13, 20759, 11]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 2.157470703125, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.9503623247146606, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.6835061311721802, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.6529537439346313, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.2486740350723267, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.9762919545173645, 0.0, 0.0, 0.0, 0.0, 0.0]]"
7524,"[[21285, 2888, 7027, 287, 2258, 290, 5694, 2253, 960, 1462, 3328], [19606, 318, 2406, 422, 2029, 290, 2157, 32217, 981, 968, 39519], [318, 257, 564, 246, 22606, 393, 4048, 2746, 447, 247, 11], [1690, 3917, 351, 257, 2988, 393, 4934, 5538, 13, 23135, 82], [1022, 262, 3415, 2855, 290, 262, 7610, 2191, 11, 543, 468], [4196, 1, 20150, 2641, 7133, 290, 13133, 5205, 13, 198]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 38.74111557006836, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.6141119003295898, 0.0, 3.0006067752838135, 4.6737542152404785, 38.05217742919922, 3.8812808990478516, 0.0, 19.398395538330078, 0.0, 0.0], [0.0, 0.13333216309547424, 0.0, 0.0, 0.0, 28.1434268951416, 0.0, 1.2127777338027954, 0.0, 0.0, 3.1196353435516357], [0.0, 0.0, 3.0864875316619873, 5.381677150726318, 0.0, 27.857091903686523, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 11.142887115478516, 26.619997024536133, 0.0, 0.0, 0.8321061134338379, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 26.08023452758789, 0.0, 0.0, 0.0, 0.0]]"
7625,"[[1, 393, 366, 82, 28030, 5183, 1, 27884, 351, 262, 2635], [262, 3277, 338, 9725, 290, 19432, 11, 1011, 1337, 286, 11255], [262, 9840, 286, 6379, 8549, 357, 9148, 44, 8, 3896, 11], [257, 1410, 284, 4975, 262, 1181, 338, 645, 12, 69, 1721], [286, 326, 13472, 11, 351, 663, 3265, 7796, 18644, 290, 663], [307, 720, 1238, 9374, 23068, 1065, 9374, 737, 198, 198, 10364]]","[[15.23518180847168, 10.691751480102539, 15.254569053649902, 3.6009790897369385, 5.3774495124816895, 17.075355529785156, 11.666635513305664, 9.458974838256836, 11.77613353729248, 11.480298042297363, 2.427851438522339], [8.920082092285156, 10.847801208496094, 15.712664604187012, 15.021004676818848, 13.210622787475586, 15.923893928527832, 6.964447975158691, 4.449718952178955, 0.4047752320766449, 10.840330123901367, 12.524773597717285], [4.740689754486084, 3.1310627460479736, 5.77397346496582, 5.9153337478637695, 5.814014911651611, 15.713584899902344, 8.328080177307129, 9.173684120178223, 5.795925617218018, 5.632024765014648, 3.2587108612060547], [7.300717353820801, 8.431550025939941, 0.730268120765686, 7.930419445037842, 8.453055381774902, 15.416016578674316, 12.899133682250977, 6.078283309936523, 9.350920677185059, 7.025784969329834, 1.9101548194885254], [6.220982551574707, 6.318588733673096, 7.330671787261963, 9.409124374389648, 10.447065353393555, 15.119868278503418, 11.688545227050781, 9.508310317993164, 9.23061466217041, 13.502767562866211, 10.057333946228027], [2.8958184719085693, 1.9620671272277832, 10.955282211303711, 7.464748859405518, 8.937585830688477, 14.59091854095459, 7.659304618835449, 3.806447982788086, 5.179790019989014, 0.0, 2.0528435707092285]]"
8143,"[[636, 286, 257, 7756, 9902, 284, 1467, 3466, 329, 262, 717], [995, 13, 1052, 18898, 994, 11, 257, 8848, 24790, 612, 11], [612, 11, 21788, 13, 20575, 468, 345, 5017, 0, 198, 198], [511, 2055, 290, 2405, 11, 290, 356, 765, 345, 284, 1560], [530, 12, 2364, 38102, 290, 6461, 1729, 2245, 422, 3217, 513], [262, 5776, 481, 2048, 10403, 2666, 287, 511, 7765, 13, 8989]]","[[0.0, 0.0, 0.0, 0.0, 0.0, 5.081006050109863, 0.0, 0.0, 0.942720353603363, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 3.7740325927734375, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 2.1827785968780518, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.4310649633407593, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.236004114151001, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 1.0669806003570557, 0.0, 0.0, 0.0, 0.0, 0.0]]"
8144,"[[10159, 287, 1605, 5582, 18231, 284, 2692, 625, 262, 1613, 3860], [1657, 286, 1811, 12432, 287, 543, 2046, 373, 4721, 1, 290], [5661, 2071, 2314, 307, 39378, 1201, 340, 1595, 470, 8814, 319], [1479, 1910, 326, 366, 36747, 34120, 262, 2104, 9156, 286, 12129], [366, 35499, 4297, 290, 10650, 422, 19125, 9913, 48739, 553, 10225], [3670, 366, 1169, 1960, 35128, 286, 262, 3800, 18161, 16, 60]]","[[18.56092071533203, 28.46369743347168, 22.159223556518555, 15.623269081115723, 15.554574012756348, 31.389583587646484, 17.62135887145996, 24.662504196166992, 23.574081420898438, 23.316200256347656, 13.212377548217773], [10.492287635803223, 26.757061004638672, 22.254451751708984, 10.199309349060059, 19.20453643798828, 29.90797233581543, 19.873016357421875, 21.527280807495117, 12.792470932006836, 0.0, 3.3244690895080566], [22.09184455871582, 19.820960998535156, 19.593433380126953, 22.608142852783203, 15.428000450134277, 29.240612030029297, 22.949453353881836, 5.691223621368408, 19.43125343322754, 18.874919891357422, 27.411109924316406], [0.0, 0.0, 7.3050055503845215, 15.930963516235352, 18.92576026916504, 27.761802673339844, 26.730182647705078, 23.998519897460938, 13.11530590057373, 25.37311363220215, 5.605093479156494], [10.29770278930664, 13.994712829589844, 4.135849952697754, 19.04654312133789, 5.570356845855713, 25.841026306152344, 21.08015251159668, 10.116931915283203, 7.226593971252441, 5.633533000946045, 0.0], [3.5357959270477295, 7.341481685638428, 19.06658363342285, 13.884570121765137, 9.596094131469727, 25.525501251220703, 19.741249084472656, 4.806255340576172, 0.0, 0.0, 0.0]]"
